Region,Country,Year,Adult Mortality Rate
Western Pacific,Papua New Guinea,2019,229
Africa,Niger,2019,230.1
Africa,Chad,2019,231.3
Africa,Eritrea,2019,231.1
Eastern Mediterranean,Djibouti,2019,232.2
Africa,Burkina Faso,2019,233.1
Africa,Ghana,2019,232.7
Africa,Madagascar,2019,232.6
Africa,Mali,2019,232.8
Africa,South Africa,2019,232.6
Americas,Bahamas,2019,234.2
Africa,Burundi,2019,234.9
Africa,Cameroon,2019,235.6
Africa,Sierra Leone,2019,236.4
Africa,Liberia,2019,238.1
Africa,Cote d'Ivoire,2019,239
Africa,Uganda,2019,238.7
Africa,Benin,2019,240.5
Africa,Kenya,2019,239.9
Africa,Namibia,2019,239.5
Africa,Guinea,2019,240.6
Europe,Turkmenistan,2019,240.8
Africa,Gambia,2019,246.2
Western Pacific,Philippines,2019,245.6
Africa,Malawi,2019,246.6
Africa,United Republic of Tanzania,2019,246.9
Africa,Madagascar,2019,247.6
Africa,Democratic Republic of the Congo,2019,248.7
Eastern Mediterranean,United Arab Emirates,2019,24.77
Americas,Haiti,2019,249.6
Africa,South Sudan,2019,250.4
Africa,Togo,2019,250
Africa,Sierra Leone,2019,251.4
Eastern Mediterranean,Syrian Arab Republic,2019,251.1
Eastern Mediterranean,Yemen,2019,250.7
Western Pacific,Fiji,2019,252.9
Western Pacific,Vanuatu,2019,254.3
Americas,Haiti,2019,254.9
Africa,Gabon,2019,256
Eastern Mediterranean,Djibouti,2019,257.4
Africa,Angola,2019,257.9
Americas,El Salvador,2019,258.2
Africa,Chad,2019,258.6
Americas,Haiti,2019,260.3
Africa,Guinea,2019,261.5
Africa,Equatorial Guinea,2019,262.7
Europe,Ukraine,2019,263.1
Africa,Botswana,2019,265.6
Africa,Cameroon,2019,267
Western Pacific,Micronesia (Federated States of),2019,268.2
Europe,Russian Federation,2019,268.1
Africa,Burundi,2019,269
Africa,Zambia,2019,270.5
Africa,Cote d'Ivoire,2019,273.3
Africa,Ghana,2019,273.3
Eastern Mediterranean,Afghanistan,2019,274.8
Africa,Kenya,2019,277.5
Americas,Guyana,2019,278.9
Eastern Mediterranean,Kuwait,2019,27.74
Africa,Burkina Faso,2019,280.1
Africa,Guinea-Bissau,2019,280.5
Africa,Gambia,2019,282.6
Africa,Equatorial Guinea,2019,284.7
Africa,Eritrea,2019,284.7
Western Pacific,Solomon Islands,2019,284.8
Africa,Chad,2019,286.4
Africa,Democratic Republic of the Congo,2019,288.3
Africa,South Africa,2019,288.6
Africa,Congo,2019,291.4
Africa,Angola,2019,292.5
Africa,Congo,2019,293
Africa,South Sudan,2019,292.6
Africa,Uganda,2019,293.5
Eastern Mediterranean,Afghanistan,2019,293.8
Western Pacific,Kiribati,2019,294.3
Africa,Mozambique,2019,294.5
Africa,Congo,2019,294.7
Africa,Gabon,2019,294.7
Eastern Mediterranean,Somalia,2019,295.9
Africa,Togo,2019,295.7
Africa,Malawi,2019,297.1
Africa,Botswana,2019,297.6
Africa,Cameroon,2019,298.3
Western Pacific,Mongolia,2019,298.6
Africa,Equatorial Guinea,2019,302.3
Africa,Namibia,2019,306.8
Eastern Mediterranean,Afghanistan,2019,311.7
Africa,Zambia,2019,311.5
Western Pacific,Vanuatu,2019,318.7
Europe,Switzerland,2019,32.16
Western Pacific,Micronesia (Federated States of),2019,324.8
Africa,Botswana,2019,330
Africa,Guinea-Bissau,2019,334.3
Western Pacific,Solomon Islands,2019,334.7
Africa,South Sudan,2019,337.6
Western Pacific,Republic of Korea,2019,34.39
Africa,Eritrea,2019,341.1
Africa,Zimbabwe,2019,347.1
Africa,South Africa,2019,348.4
Europe,Albania,2019,34.5
Europe,Cyprus,2019,35.42
Western Pacific,Japan,2019,35.18
Europe,Luxembourg,2019,35.34
Western Pacific,Singapore,2019,34.79
Africa,Malawi,2019,352.2
Africa,Zambia,2019,354
Eastern Mediterranean,Somalia,2019,355.6
Europe,Italy,2019,36.3
Europe,Spain,2019,36.22
Africa,Mozambique,2019,360.5
Western Pacific,Kiribati,2019,367.5
Europe,Israel,2019,37
Europe,Norway,2019,37.28
Africa,Central African Republic,2019,370.8
Africa,Namibia,2019,376.9
Europe,Slovenia,2019,38.38
Europe,Sweden,2019,37.77
Africa,Eswatini,2019,381.6
Africa,Zimbabwe,2019,388.7
Africa,Guinea-Bissau,2019,392.4
Europe,Austria,2019,40.93
Europe,Iceland,2019,41.2
South-East Asia,Maldives,2019,40.97
Europe,Malta,2019,40.78
Eastern Mediterranean,Somalia,2019,413.5
Europe,Greece,2019,42.19
Europe,Denmark,2019,43.06
Europe,Finland,2019,43.15
Europe,Switzerland,2019,43.44
Eastern Mediterranean,United Arab Emirates,2019,42.76
Africa,Mozambique,2019,438.3
Africa,Zimbabwe,2019,439.3
Western Pacific,Australia,2019,43.73
Europe,Ireland,2019,43.68
Europe,Portugal,2019,44.43
Africa,Central African Republic,2019,439.7
Europe,France,2019,45.12
Europe,Netherlands (Kingdom of the),2019,44.99
Eastern Mediterranean,Qatar,2019,45.46
Western Pacific,Singapore,2019,46.34
Africa,Eswatini,2019,467.7
Europe,Belgium,2019,47.01
Europe,Germany,2019,46.63
Africa,Lesotho,2019,473
Europe,Luxembourg,2019,48.07
Europe,Sweden,2019,48.27
Americas,Canada,2019,49.38
Europe,Norway,2019,48.8
Europe,Italy,2019,50.08
Western Pacific,Japan,2019,49.8
Eastern Mediterranean,Lebanon,2019,49.53
Europe,Czechia,2019,51.27
Eastern Mediterranean,Jordan,2019,50.5
Western Pacific,New Zealand,2019,50.75
Africa,Central African Republic,2019,517.9
Europe,Croatia,2019,52.21
Europe,Cyprus,2019,51.52
Europe,Türkiye,2019,52.09
Eastern Mediterranean,United Arab Emirates,2019,51.74
Americas,Chile,2019,53.27
Europe,Israel,2019,53.25
Europe,Malta,2019,53.11
Europe,United Kingdom of Great Britain and Northern Ireland,2019,53.36
Europe,Netherlands (Kingdom of the),2019,53.69
Europe,Spain,2019,53.77
Europe,Switzerland,2019,54.37
Western Pacific,China,2019,55.4
Europe,Iceland,2019,55.28
Eastern Mediterranean,Kuwait,2019,55.23
Africa,Lesotho,2019,551.8
Africa,Eswatini,2019,555.9
Europe,Armenia,2019,56.07
Europe,Ireland,2019,56.16
Western Pacific,Republic of Korea,2019,55.69
Europe,Denmark,2019,57.24
Europe,Estonia,2019,57.24
Western Pacific,Singapore,2019,57.01
Europe,Austria,2019,58.29
Americas,Costa Rica,2019,57.76
Europe,Sweden,2019,58.24
Eastern Mediterranean,Iran (Islamic Republic of),2019,58.83
Eastern Mediterranean,Tunisia,2019,59.22
Europe,Luxembourg,2019,59.89
Europe,North Macedonia,2019,60.49
Europe,Norway,2019,59.64
Americas,Puerto Rico,2019,60.24
Western Pacific,Australia,2019,60.92
Europe,Poland,2019,60.98
South-East Asia,Sri Lanka,2019,61.18
Europe,Bosnia and Herzegovina,2019,61.57
Americas,Colombia,2019,62.05
South-East Asia,Maldives,2019,61.86
Europe,Netherlands (Kingdom of the),2019,62.29
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",2019,62.45
Europe,Slovakia,2019,61.55
Africa,Lesotho,2019,629.5
Europe,Albania,2019,62.77
Europe,Belgium,2019,62.59
Europe,Italy,2019,63.82
Western Pacific,Japan,2019,63.78
Eastern Mediterranean,Jordan,2019,63.51
Europe,Malta,2019,64.3
Europe,Germany,2019,65.48
Western Pacific,New Zealand,2019,64.91
Eastern Mediterranean,Oman,2019,64.94
Americas,Panama,2019,65.16
Europe,Slovenia,2019,65.29
Americas,Canada,2019,65.61
Europe,Finland,2019,65.95
Europe,France,2019,66.32
Europe,Azerbaijan,2019,66.82
Europe,Cyprus,2019,67.47
Eastern Mediterranean,Qatar,2019,66.66
Europe,Greece,2019,68.21
Europe,Iceland,2019,68.24
Eastern Mediterranean,Lebanon,2019,68.01
Europe,Montenegro,2019,68.39
Eastern Mediterranean,Bahrain,2019,68.93
Europe,Ireland,2019,68.72
Eastern Mediterranean,Saudi Arabia,2019,68.94
Europe,United Kingdom of Great Britain and Northern Ireland,2019,68.75
Europe,Georgia,2019,70.47
Europe,Israel,2019,69.69
Eastern Mediterranean,Kuwait,2019,69.71
Europe,Portugal,2019,70.28
Europe,Denmark,2019,71.04
Europe,Spain,2019,71.09
Africa,Algeria,2019,72.94
Americas,Cuba,2019,72.8
Western Pacific,Viet Nam,2019,73.28
Americas,Ecuador,2019,74.46
Europe,Lithuania,2019,73.53
Eastern Mediterranean,Qatar,2019,73.53
Europe,Serbia,2019,74.1
Europe,Austria,2019,75.22
Eastern Mediterranean,Bahrain,2019,75.47
Europe,Hungary,2019,75.02
Eastern Mediterranean,Jordan,2019,74.95
Americas,Nicaragua,2019,75.09
Europe,Belarus,2019,75.85
Americas,Chile,2019,76.46
South-East Asia,Maldives,2019,76.31
Western Pacific,Republic of Korea,2019,76.13
Africa,Cabo Verde,2019,76.73
Europe,Romania,2019,77.28
Western Pacific,Australia,2019,78.14
Europe,Belgium,2019,77.7
Americas,Peru,2019,78.37
Americas,United States of America,2019,78.07
Americas,Uruguay,2019,78.3
Eastern Mediterranean,Bahrain,2019,78.9
Europe,Czechia,2019,79.27
Western Pacific,New Zealand,2019,79.19
Americas,Argentina,2019,80.46
Europe,Türkiye,2019,80
Americas,Canada,2019,81.48
Africa,Algeria,2019,81.58
Europe,Bulgaria,2019,81.7
Americas,Brazil,2019,82.77
Western Pacific,Brunei Darussalam,2019,82.78
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",2019,83.39
Europe,Republic of Moldova,2019,83.05
South-East Asia,Thailand,2019,82.74
Europe,Germany,2019,83.65
Europe,Latvia,2019,83.81
Eastern Mediterranean,Tunisia,2019,84.01
Europe,United Kingdom of Great Britain and Northern Ireland,2019,84.48
Americas,Costa Rica,2019,84.69
Europe,Croatia,2019,86.06
Europe,Kyrgyzstan,2019,85.75
Eastern Mediterranean,Saudi Arabia,2019,86.12
Eastern Mediterranean,Iran (Islamic Republic of),2019,86.96
Europe,North Macedonia,2019,86.65
Western Pacific,China,2019,87.6
Europe,Finland,2019,87.68
Europe,France,2019,87.83
Eastern Mediterranean,Lebanon,2019,87.88
Americas,Colombia,2019,89.02
Americas,Paraguay,2019,89.42
Europe,Tajikistan,2019,88.63
Africa,Algeria,2019,89.67
Europe,Slovenia,2019,89.96
Americas,Mexico,2019,91.16
Americas,Panama,2019,91.08
Americas,Saint Lucia,2019,90.95
Americas,Venezuela (Bolivarian Republic of),2019,91.02
Americas,Antigua and Barbuda,2019,91.93
Europe,Bosnia and Herzegovina,2019,92.21
Europe,Albania,2019,92.79
Americas,Barbados,2019,92.64
Europe,Kazakhstan,2019,93.55
Europe,Ukraine,2019,94.15
Europe,Greece,2019,95.11
Eastern Mediterranean,Saudi Arabia,2019,95.83
Americas,Peru,2019,97.57
Europe,Portugal,2019,97.83
South-East Asia,Bangladesh,2019,98.56
South-East Asia,Bhutan,2019,98.62
Americas,Chile,2019,99.18
Americas,El Salvador,2019,99.4
Western Pacific,Malaysia,2019,99.22
Eastern Mediterranean,Oman,2019,99.32
South-East Asia,Bhutan,2018,99.83
Western Pacific,Brunei Darussalam,2018,99.55
Americas,Chile,2018,99.62
Europe,Azerbaijan,2018,101.4
South-East Asia,Bangladesh,2018,100.6
Africa,Seychelles,2018,100.7
Africa,Mauritius,2018,101.8
Eastern Mediterranean,Oman,2018,101.6
Europe,Portugal,2018,102.5
Americas,Puerto Rico,2018,101.5
South-East Asia,Sri Lanka,2018,101.8
Americas,Ecuador,2018,103.2
Eastern Mediterranean,Egypt,2018,105.6
Eastern Mediterranean,Iraq,2018,106.3
Europe,Slovakia,2018,106.3
Europe,Estonia,2018,107
Americas,Jamaica,2018,106.9
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",2018,107
Europe,Russian Federation,2018,107.7
Americas,United States of America,2018,107.6
Americas,Argentina,2018,108.7
Europe,Czechia,2018,109.4
Americas,Peru,2018,109
Europe,Serbia,2018,109.3
Europe,Türkiye,2018,109.1
Americas,Antigua and Barbuda,2018,110.3
Americas,Dominican Republic,2018,110.6
Eastern Mediterranean,Tunisia,2018,111.3
Europe,Tajikistan,2018,112.5
Europe,Armenia,2018,113
Americas,Barbados,2018,113.2
Americas,Costa Rica,2018,113.4
Eastern Mediterranean,Iran (Islamic Republic of),2018,114.2
Americas,Nicaragua,2018,113.8
Americas,Uruguay,2018,114
South-East Asia,Bhutan,2018,115.5
Western Pacific,Brunei Darussalam,2018,114.7
Americas,Grenada,2018,115
Europe,Poland,2018,115.2
Eastern Mediterranean,Morocco,2018,116
Europe,North Macedonia,2018,116
Americas,Trinidad and Tobago,2018,117.4
Americas,Colombia,2018,118.2
South-East Asia,Democratic People's Republic of Korea,2018,117.9
Eastern Mediterranean,Libya,2018,118.2
Eastern Mediterranean,Oman,2018,117.8
Americas,Panama,2018,118.1
Europe,Uzbekistan,2018,117.5
South-East Asia,Bangladesh,2018,118.7
Americas,Belize,2018,118.9
Western Pacific,China,2018,119.5
Eastern Mediterranean,Morocco,2018,120
Eastern Mediterranean,Syrian Arab Republic,2018,120.6
Europe,Bosnia and Herzegovina,2018,121.6
Europe,Croatia,2018,122
Europe,Hungary,2018,122.2
Western Pacific,Mongolia,2018,121.7
Americas,Bolivia (Plurinational State of),2018,122.5
Americas,Paraguay,2018,122.8
Eastern Mediterranean,Morocco,2018,123.9
Americas,Cuba,2018,125
South-East Asia,Nepal,2018,126.3
Americas,Guatemala,2018,127.3
Americas,Saint Lucia,2018,126.7
South-East Asia,Bhutan,2018,128.4
Americas,Bahamas,2018,129.4
Americas,Brazil,2018,128.9
Americas,Suriname,2018,128.7
Western Pacific,Philippines,2018,129.9
Western Pacific,Tonga,2018,129.7
Western Pacific,Viet Nam,2018,130.2
Americas,Antigua and Barbuda,2018,131.3
Americas,Ecuador,2018,130.6
Western Pacific,Indonesia,2018,130.9
Americas,Bolivia (Plurinational State of),2018,133.2
Europe,Montenegro,2018,132.7
South-East Asia,Myanmar,2018,133.2
Europe,Turkmenistan,2018,134.2
Americas,United States of America,2018,134.1
Americas,Barbados,2018,134.6
Europe,Tajikistan,2018,135.3
Americas,Argentina,2018,135.9
South-East Asia,Bangladesh,2018,137.3
Europe,Bulgaria,2018,136.7
Americas,Mexico,2018,137.4
Europe,Romania,2018,137.4
South-East Asia,India,2018,137.6
Eastern Mediterranean,Iraq,2018,138
Americas,Saint Vincent and the Grenadines,2018,139.2
Africa,Cabo Verde,2018,140
Africa,Sao Tome and Principe,2018,140.1
South-East Asia,Thailand,2018,139.5
Europe,Azerbaijan,2018,140.7
Americas,Jamaica,2018,141.1
Western Pacific,Malaysia,2018,141.5
Eastern Mediterranean,Sudan,2018,140.7
South-East Asia,Timor-Leste,2018,140.7
Eastern Mediterranean,Egypt,2018,141.9
Europe,Lithuania,2018,141.7
South-East Asia,Sri Lanka,2018,143.3
Americas,Bolivia (Plurinational State of),2018,143.6
Western Pacific,Cambodia,2018,144.2
Americas,Grenada,2018,143.6
Europe,Kyrgyzstan,2018,144.4
Europe,Serbia,2018,144.1
Europe,Georgia,2018,144.5
Americas,Honduras,2018,147.9
Western Pacific,Lao People's Democratic Republic,2018,148
Europe,Slovakia,2018,147.7
Americas,Puerto Rico,2018,149.1
Americas,Uruguay,2018,148.9
Eastern Mediterranean,Libya,2018,149.6
Africa,Mauritania,2018,151.1
South-East Asia,Nepal,2018,151.2
Americas,Nicaragua,2018,151.4
Europe,Republic of Moldova,2018,151.4
Americas,Venezuela (Bolivarian Republic of),2018,150.9
Africa,Mauritania,2018,152.1
Africa,Mauritius,2018,151.6
Europe,Latvia,2018,153
Africa,Mauritania,2018,153.1
Eastern Mediterranean,Sudan,2018,152.7
Europe,Uzbekistan,2018,153.6
Europe,Belarus,2018,154.8
Western Pacific,Indonesia,2018,155.2
Africa,Ethiopia,2018,156
Americas,Belize,2018,157.3
Americas,Paraguay,2018,156.9
Eastern Mediterranean,Yemen,2018,157.4
Africa,Comoros,2018,158.1
Americas,Dominican Republic,2018,158.3
Europe,Estonia,2018,157.6
Africa,Sao Tome and Principe,2018,157.6
Europe,Kazakhstan,2018,159.4
Africa,Seychelles,2018,158.5
Americas,Saint Lucia,2018,160.7
South-East Asia,Timor-Leste,2018,161.4
South-East Asia,Democratic People's Republic of Korea,2018,163
Americas,Trinidad and Tobago,2018,163.1
Europe,Poland,2018,164.3
Africa,Senegal,2018,163.7
Americas,Honduras,2018,165.1
Western Pacific,Tonga,2018,164.6
Africa,Benin,2018,166.5
Europe,Hungary,2018,166.5
Eastern Mediterranean,Sudan,2018,165.7
South-East Asia,India,2018,166.7
Americas,Guatemala,2018,168.1
Americas,El Salvador,2018,169.2
Americas,Guyana,2018,168.5
Africa,Nigeria,2018,169.4
Americas,Grenada,2018,170
Eastern Mediterranean,Pakistan,2018,169.7
Eastern Mediterranean,Iraq,2018,170.9
Africa,Rwanda,2018,172.3
Americas,Brazil,2018,173.7
Americas,Suriname,2018,174.3
Europe,Armenia,2018,174.9
Western Pacific,Samoa,2018,175.2
Africa,Sao Tome and Principe,2018,174.6
Africa,Comoros,2018,175.9
Africa,Ethiopia,2018,175.9
Americas,Jamaica,2018,175.7
Americas,Bahamas,2018,176.9
Eastern Mediterranean,Egypt,2018,176.5
Americas,Saint Vincent and the Grenadines,2018,178.3
Western Pacific,Indonesia,2018,178.8
Eastern Mediterranean,Libya,2018,178.9
Western Pacific,Malaysia,2018,178.7
South-East Asia,Nepal,2018,179
South-East Asia,Timor-Leste,2018,180.5
Western Pacific,Vanuatu,2018,180.8
Americas,Honduras,2018,182.4
Western Pacific,Lao People's Democratic Republic,2018,182.3
Eastern Mediterranean,Pakistan,2018,182.3
South-East Asia,Myanmar,2018,182.7
Europe,Bulgaria,2018,183.9
Western Pacific,Fiji,2018,184.2
Europe,Ukraine,2018,183.8
Western Pacific,Cambodia,2018,185.3
Americas,Mexico,2018,186.1
Africa,Senegal,2018,185.8
Europe,Turkmenistan,2018,187.1
Western Pacific,Viet Nam,2018,187.1
Western Pacific,Philippines,2018,187.5
Africa,Uganda,2018,188
Europe,Uzbekistan,2018,189
Africa,Nigeria,2018,190.2
Africa,Burkina Faso,2018,190.9
Europe,Russian Federation,2018,191.3
Europe,Romania,2018,192.2
Africa,Comoros,2018,192.8
South-East Asia,India,2018,193.5
Western Pacific,Papua New Guinea,2018,192.6
Americas,Belize,2018,193.9
Africa,Niger,2018,194.2
Eastern Mediterranean,Pakistan,2018,194.4
South-East Asia,Thailand,2018,195.5
Africa,Cabo Verde,2018,197
Africa,Ethiopia,2018,196.7
Africa,Ghana,2018,196.9
Africa,Mauritius,2018,197.3
Europe,Kyrgyzstan,2018,198.1
Africa,Rwanda,2018,199
Western Pacific,Samoa,2018,198.9
Western Pacific,Tonga,2018,200.4
Africa,United Republic of Tanzania,2018,202.2
Africa,Benin,2018,205
Africa,Burundi,2018,204.8
Americas,Dominican Republic,2018,204.6
Africa,Cote d'Ivoire,2018,205.6
South-East Asia,Democratic People's Republic of Korea,2018,206.2
Africa,Seychelles,2018,205.9
Europe,Lithuania,2018,207.3
Americas,Trinidad and Tobago,2018,206.7
Africa,Kenya,2018,208.1
Africa,Senegal,2018,208
Americas,Venezuela (Bolivarian Republic of),2018,208.2
Africa,Togo,2018,209.4
Americas,Guatemala,2018,210.3
Western Pacific,Mongolia,2018,210.1
Africa,Nigeria,2018,210.6
Western Pacific,Micronesia (Federated States of),2018,211.9
Western Pacific,Papua New Guinea,2018,211.8
Eastern Mediterranean,Djibouti,2018,212.8
Africa,Gabon,2018,213.2
Africa,Niger,2018,212.7
Americas,Saint Vincent and the Grenadines,2018,212.7
Eastern Mediterranean,Yemen,2018,213.3
Africa,Gambia,2018,214.4
Africa,Democratic Republic of the Congo,2018,214.8
Western Pacific,Lao People's Democratic Republic,2018,215.9
Americas,Suriname,2018,216.4
Western Pacific,Fiji,2018,220.2
Africa,Madagascar,2018,220.7
Western Pacific,Samoa,2018,221.1
Europe,Latvia,2018,222.3
Europe,Georgia,2018,223
Africa,Liberia,2018,223
Europe,Republic of Moldova,2018,222.6
Africa,Mali,2018,223.5
Africa,Angola,2018,225
Americas,Guyana,2018,224.6
Europe,Kazakhstan,2018,225
Americas,Bahamas,2018,225.8
Africa,United Republic of Tanzania,2018,227
Africa,Sierra Leone,2018,227.9
Western Pacific,Cambodia,2018,229
Western Pacific,Papua New Guinea,2018,229.2
Western Pacific,Solomon Islands,2018,229
Africa,Niger,2018,230.2
Africa,Rwanda,2018,229.7
Africa,Mali,2018,231.3
South-East Asia,Myanmar,2018,231
Europe,Belarus,2018,231.6
Africa,Guinea,2018,231.6
Africa,Liberia,2018,233.4
Africa,Burkina Faso,2018,234.5
Africa,Eritrea,2018,234.6
Africa,Chad,2018,236.1
Eastern Mediterranean,Djibouti,2018,236.2
Africa,Madagascar,2018,235.9
Western Pacific,Kiribati,2018,237.4
Africa,Burundi,2018,238.6
Africa,Mali,2018,238.9
Africa,Ghana,2018,239.8
Africa,Sierra Leone,2018,242.5
Africa,South Africa,2018,241.8
Western Pacific,Philippines,2018,242.8
Eastern Mediterranean,Syrian Arab Republic,2018,243.2
Africa,Uganda,2018,243.5
Africa,Benin,2018,243.8
Europe,Turkmenistan,2018,243.8
Africa,Liberia,2018,244.6
Africa,Cote d'Ivoire,2018,247.4
Africa,Cameroon,2018,247
Africa,Guinea,2018,247.5
Africa,Malawi,2018,246.7
Africa,Kenya,2018,247.9
Africa,Gambia,2018,249.4
Eastern Mediterranean,United Arab Emirates,2018,24.93
Africa,Madagascar,2018,251.1
Americas,Haiti,2018,251.7
Africa,Democratic Republic of the Congo,2018,253.3
Africa,Namibia,2018,252.8
Africa,South Sudan,2018,253.8
Africa,United Republic of Tanzania,2018,253.8
Americas,El Salvador,2018,254.8
Western Pacific,Fiji,2018,254.8
Western Pacific,Vanuatu,2018,254.7
Americas,Haiti,2018,256.1
Africa,Angola,2018,258.3
Africa,Equatorial Guinea,2018,257.7
Africa,Sierra Leone,2018,257.6
Africa,Gabon,2018,259.1
Africa,Togo,2018,259.5
Eastern Mediterranean,Djibouti,2018,260.6
Americas,Haiti,2018,260.8
Africa,Chad,2018,262
Eastern Mediterranean,Yemen,2018,264.7
Africa,Guinea,2018,266.5
Europe,Ukraine,2018,268.4
Western Pacific,Micronesia (Federated States of),2018,269.4
Africa,Botswana,2018,270.6
Africa,Burundi,2018,273
Europe,Russian Federation,2018,276
Africa,Zambia,2018,275.8
Africa,Cameroon,2018,278.2
Africa,Equatorial Guinea,2018,279.7
Africa,Burkina Faso,2018,280.9
Americas,Guyana,2018,280.7
Eastern Mediterranean,Afghanistan,2018,281.6
Africa,Ghana,2018,281.9
Africa,Cote d'Ivoire,2018,282.9
Africa,Gambia,2018,286.1
Africa,Kenya,2018,286.2
Western Pacific,Solomon Islands,2018,286.2
Africa,Guinea-Bissau,2018,287.9
Africa,Chad,2018,288.6
Africa,Eritrea,2018,289.1
Eastern Mediterranean,Kuwait,2018,28.51
Africa,Democratic Republic of the Congo,2018,291.9
Africa,Angola,2018,293.2
Africa,South Sudan,2018,294.5
Africa,Congo,2018,295.6
Western Pacific,Mongolia,2018,295.8
Africa,South Africa,2018,296.9
Africa,Congo,2018,297.6
Africa,Equatorial Guinea,2018,297.7
Africa,Congo,2018,299.6
Africa,Gabon,2018,299.9
Africa,Malawi,2018,299.6
Africa,Uganda,2018,300.4
Eastern Mediterranean,Somalia,2018,300.8
Africa,Botswana,2018,302.9
Africa,Mozambique,2018,303
Africa,Togo,2018,307.3
Eastern Mediterranean,Afghanistan,2018,308
Africa,Cameroon,2018,309.1
Africa,Zambia,2018,317
Western Pacific,Vanuatu,2018,319.3
Africa,Namibia,2018,320.7
Western Pacific,Micronesia (Federated States of),2018,326.1
Western Pacific,Kiribati,2018,326.9
Eastern Mediterranean,Afghanistan,2018,333
Africa,Botswana,2018,335.9
Western Pacific,Solomon Islands,2018,336.3
Africa,Guinea-Bissau,2018,338.2
Africa,South Sudan,2018,337.9
Africa,Eritrea,2018,346.6
Eastern Mediterranean,Syrian Arab Republic,2018,346.8
Europe,Cyprus,2018,35
Western Pacific,Republic of Korea,2018,34.75
Western Pacific,Singapore,2018,34.6
Europe,Switzerland,2018,35.1
Africa,Zimbabwe,2018,354.9
Africa,Malawi,2018,357
Africa,South Africa,2018,356.7
Western Pacific,Japan,2018,35.56
Europe,Luxembourg,2018,36.18
Africa,Zambia,2018,359.9
Eastern Mediterranean,Somalia,2018,362.5
Europe,Albania,2018,36.84
Europe,Israel,2018,36.8
Europe,Italy,2018,37.25
Europe,Spain,2018,37.33
Africa,Mozambique,2018,370.2
Europe,Norway,2018,38.47
Europe,Sweden,2018,38.45
Africa,Central African Republic,2018,381.5
Africa,Namibia,2018,391.9
Africa,Guinea-Bissau,2018,393.7
Africa,Zimbabwe,2018,397.8
Europe,Iceland,2018,40.02
Africa,Eswatini,2018,400.4
Europe,Malta,2018,41.06
Western Pacific,Kiribati,2018,416.8
Europe,Greece,2018,41.95
South-East Asia,Maldives,2018,41.7
Eastern Mediterranean,Somalia,2018,422.2
Western Pacific,Australia,2018,42.97
Europe,Slovenia,2018,42.64
Eastern Mediterranean,United Arab Emirates,2018,43.03
Europe,Austria,2018,43.91
Europe,Finland,2018,44.21
Europe,Portugal,2018,43.63
Europe,Ireland,2018,44.77
Africa,Zimbabwe,2018,449.6
Africa,Mozambique,2018,451
Africa,Central African Republic,2018,455.3
Europe,France,2018,46.19
Eastern Mediterranean,Qatar,2018,46.38
Europe,Switzerland,2018,46.43
Europe,Netherlands (Kingdom of the),2018,46.73
Africa,Lesotho,2018,478.7
Europe,Denmark,2018,47.55
Europe,Germany,2018,48.29
Europe,Belgium,2018,49.33
Eastern Mediterranean,Lebanon,2018,49.43
Europe,Luxembourg,2018,48.7
Western Pacific,Singapore,2018,48.53
Africa,Eswatini,2018,489.6
Americas,Canada,2018,50.25
Europe,Czechia,2018,50.6
Europe,Italy,2018,51.41
Western Pacific,Japan,2018,50.52
Eastern Mediterranean,Jordan,2018,50.82
Western Pacific,New Zealand,2018,50.92
Europe,Norway,2018,50.66
Europe,Sweden,2018,50.64
Europe,Cyprus,2018,51.74
Europe,Malta,2018,51.68
Eastern Mediterranean,United Arab Emirates,2018,52
Americas,Chile,2018,53.36
Europe,Türkiye,2018,52.79
Africa,Central African Republic,2018,535.8
Europe,Croatia,2018,53.52
Europe,Israel,2018,53.88
Eastern Mediterranean,Kuwait,2018,54
Europe,Iceland,2018,54.73
Europe,Netherlands (Kingdom of the),2018,55.38
Africa,Lesotho,2018,558.5
Western Pacific,China,2018,56.12
Europe,Estonia,2018,55.9
Americas,Puerto Rico,2018,56.33
Europe,Spain,2018,55.75
Europe,United Kingdom of Great Britain and Northern Ireland,2018,55.75
Western Pacific,Republic of Korea,2018,57.17
Europe,Switzerland,2018,57.39
Western Pacific,Australia,2018,58.2
Europe,Ireland,2018,57.56
Africa,Eswatini,2018,580.2
Americas,Costa Rica,2018,58.89
Eastern Mediterranean,Iran (Islamic Republic of),2018,59.3
Europe,Bosnia and Herzegovina,2018,60.05
Europe,Luxembourg,2018,60.32
Eastern Mediterranean,Tunisia,2018,60.32
Western Pacific,Singapore,2018,61.39
Europe,Armenia,2018,62.05
Europe,Austria,2018,61.78
Europe,Denmark,2018,61.84
Europe,Malta,2018,61.57
Europe,Norway,2018,62.11
South-East Asia,Sri Lanka,2018,61.67
Europe,Sweden,2018,62.22
Americas,Colombia,2018,63.01
Europe,North Macedonia,2018,63.09
Americas,Panama,2018,63.22
Europe,Slovakia,2018,63.07
Africa,Lesotho,2018,637.1
Eastern Mediterranean,Jordan,2018,63.91
South-East Asia,Maldives,2018,63.51
Europe,Netherlands (Kingdom of the),2018,63.91
