Region,Country,Year,Adult Mortality Rate
South-East Asia,Timor-Leste,2016,142.6
Africa,Cabo Verde,2016,144.2
Africa,Sao Tome and Principe,2016,144.1
Europe,Slovakia,2016,144.4
South-East Asia,Sri Lanka,2016,144.4
Eastern Mediterranean,Syrian Arab Republic,2016,144.5
Americas,Argentina,2016,144.9
Americas,Uruguay,2016,145.5
Eastern Mediterranean,Sudan,2016,145.5
Europe,Serbia,2016,147.4
Americas,Bolivia (Plurinational State of),2016,148.1
Western Pacific,Cambodia,2016,148.3
Americas,Grenada,2016,148.4
Africa,Mauritius,2016,148.2
Europe,Kyrgyzstan,2016,148.6
Eastern Mediterranean,Yemen,2016,149.1
Americas,Honduras,2016,150.1
Europe,Latvia,2016,151.9
Western Pacific,Lao People's Democratic Republic,2016,153.5
Africa,Mauritania,2016,153.1
Americas,Nicaragua,2016,153.4
Eastern Mediterranean,Egypt,2016,153.7
Africa,Mauritania,2016,155.4
South-East Asia,Nepal,2016,156
Africa,Mauritania,2016,157.5
Africa,Seychelles,2016,159.2
Eastern Mediterranean,Sudan,2016,159
Americas,Dominican Republic,2016,160.2
Europe,Georgia,2016,160.3
Western Pacific,Indonesia,2016,159.6
Americas,Venezuela (Bolivarian Republic of),2016,161.1
Europe,Belarus,2016,161.6
Africa,Comoros,2016,162
Europe,Lithuania,2016,161.6
Africa,Sao Tome and Principe,2016,161.8
Americas,Trinidad and Tobago,2016,161.7
Africa,Ethiopia,2016,162.6
Eastern Mediterranean,Libya,2016,163.1
Americas,Paraguay,2016,162.7
Europe,Poland,2016,163
Americas,Saint Lucia,2016,162.8
South-East Asia,Timor-Leste,2016,163
South-East Asia,Democratic People's Republic of Korea,2016,165.1
Americas,Honduras,2016,165
Americas,Belize,2016,165.7
Europe,Estonia,2016,167.9
Western Pacific,Tonga,2016,167.6
Europe,Kazakhstan,2016,169.3
Europe,Republic of Moldova,2016,171.2
Europe,Hungary,2016,172.1
Africa,Nigeria,2016,171.8
Africa,Senegal,2016,171.6
Africa,Benin,2016,172.6
South-East Asia,India,2016,173
Eastern Mediterranean,Sudan,2016,173.3
Americas,Suriname,2016,173.1
Europe,Uzbekistan,2016,172.6
Eastern Mediterranean,Iraq,2016,173.6
Americas,Guatemala,2016,174.7
Eastern Mediterranean,Pakistan,2016,174.9
Americas,Grenada,2016,176.5
Americas,Jamaica,2016,176
Western Pacific,Samoa,2016,176.4
Western Pacific,Malaysia,2016,178.1
Americas,Mexico,2016,178
Africa,Comoros,2016,178.8
Americas,El Salvador,2016,178.6
Africa,Rwanda,2016,179.2
Africa,Sao Tome and Principe,2016,179.2
Americas,Bahamas,2016,180.2
Americas,Honduras,2016,180.1
Europe,Ukraine,2016,179.7
Americas,Saint Vincent and the Grenadines,2016,181
Americas,Guyana,2016,181.7
South-East Asia,Timor-Leste,2016,181.6
Western Pacific,Vanuatu,2016,181.7
Africa,Ethiopia,2016,183
Western Pacific,Indonesia,2016,183.3
South-East Asia,Nepal,2016,184.3
Americas,Brazil,2016,184.9
Europe,Armenia,2016,186.1
Europe,Bulgaria,2016,186.8
Eastern Mediterranean,Pakistan,2016,188
Western Pacific,Fiji,2016,188.8
Western Pacific,Lao People's Democratic Republic,2016,189.3
Western Pacific,Cambodia,2016,190.3
Eastern Mediterranean,Yemen,2016,190.2
South-East Asia,Myanmar,2016,191.4
Eastern Mediterranean,Egypt,2016,192.1
Europe,Turkmenistan,2016,192.2
Europe,Romania,2016,193
Africa,Senegal,2016,193.2
Africa,Mauritius,2016,194.2
Africa,Nigeria,2016,194.1
Western Pacific,Viet Nam,2016,193.8
Africa,Comoros,2016,195.1
Western Pacific,Papua New Guinea,2016,194.7
Western Pacific,Philippines,2016,195.1
Africa,Uganda,2016,197.8
Africa,Burkina Faso,2016,199.5
South-East Asia,Thailand,2016,199
Eastern Mediterranean,Libya,2016,199.6
Western Pacific,Samoa,2016,200.4
South-East Asia,India,2016,200.7
Africa,Niger,2016,201.1
Eastern Mediterranean,Pakistan,2016,200.6
Africa,Cabo Verde,2016,201.7
Europe,Kyrgyzstan,2016,202.4
Western Pacific,Tonga,2016,203.5
Americas,Trinidad and Tobago,2016,202.5
Africa,Ethiopia,2016,204.3
Africa,Ghana,2016,206.5
Africa,Seychelles,2016,206
Africa,Rwanda,2016,206.9
South-East Asia,Democratic People's Republic of Korea,2016,208.2
Europe,Russian Federation,2016,207.5
Americas,Belize,2016,209.4
Americas,Dominican Republic,2016,209.2
Africa,United Republic of Tanzania,2016,210.2
Africa,Benin,2016,211.4
Europe,Uzbekistan,2016,212.2
Western Pacific,Micronesia (Federated States of),2016,213.5
Western Pacific,Papua New Guinea,2016,213.4
Americas,Suriname,2016,214.4
Africa,Gabon,2016,214.7
Western Pacific,Mongolia,2016,214.8
Africa,Senegal,2016,215.4
Africa,Angola,2016,216.2
Africa,Nigeria,2016,216.1
Americas,Saint Vincent and the Grenadines,2016,216.2
Africa,Burundi,2016,216.7
Europe,Latvia,2016,220.1
Africa,Gambia,2016,220.7
Americas,Guatemala,2016,221
Africa,Niger,2016,220.7
Western Pacific,Samoa,2016,222.5
Americas,Venezuela (Bolivarian Republic of),2016,222.6
Western Pacific,Lao People's Democratic Republic,2016,224.1
Eastern Mediterranean,Djibouti,2016,225.5
Western Pacific,Fiji,2016,224.6
Eastern Mediterranean,Iraq,2016,224.7
Africa,Madagascar,2016,225.8
Africa,Cote d'Ivoire,2016,226.7
Africa,Kenya,2016,227.9
Africa,Togo,2016,229.3
Eastern Mediterranean,Yemen,2016,229.1
Americas,Bahamas,2016,229.7
Western Pacific,Papua New Guinea,2016,230.1
Western Pacific,Kiribati,2016,231.2
Western Pacific,Solomon Islands,2016,231.4
Africa,Mali,2016,231.6
Africa,Democratic Republic of the Congo,2016,233.2
Western Pacific,Cambodia,2016,236.2
Africa,United Republic of Tanzania,2016,236.3
Africa,Mali,2016,236.7
Africa,Chad,2016,238.7
Africa,Niger,2016,239.2
Africa,Rwanda,2016,238.9
Americas,Guyana,2016,240.3
Africa,Eritrea,2016,241.5
Africa,Guinea,2016,240.5
South-East Asia,Myanmar,2016,240.8
Africa,Sierra Leone,2016,240.5
Europe,Belarus,2016,241.6
Europe,Kazakhstan,2016,241.7
Africa,Liberia,2016,241.9
Europe,Lithuania,2016,242.3
Africa,Madagascar,2016,241.8
Africa,Mali,2016,241.9
Europe,Georgia,2016,243.5
Africa,Burkina Faso,2016,244.5
Eastern Mediterranean,Djibouti,2016,246.6
Africa,Liberia,2016,247.5
Europe,Republic of Moldova,2016,248.8
Eastern Mediterranean,United Arab Emirates,2016,25.45
Africa,Burundi,2016,249.5
Africa,Ghana,2016,250.5
Africa,Malawi,2016,250
Africa,South Sudan,2016,250.3
Europe,Turkmenistan,2016,250.1
Africa,Benin,2016,250.5
Africa,Gambia,2016,254.1
Africa,Liberia,2016,253.7
Africa,Angola,2016,255.3
Africa,Sierra Leone,2016,254.6
Western Pacific,Philippines,2016,255.7
Western Pacific,Vanuatu,2016,256
Africa,Madagascar,2016,257.8
Africa,Uganda,2016,257.8
Western Pacific,Fiji,2016,259
Africa,Guinea,2016,258.9
Europe,Ukraine,2016,260.9
Africa,Gabon,2016,261.5
Africa,Chad,2016,263.1
Americas,Haiti,2016,263.5
Americas,El Salvador,2016,264.2
Americas,Haiti,2016,265.2
Africa,United Republic of Tanzania,2016,265
Americas,Haiti,2016,267.2
Africa,Democratic Republic of the Congo,2016,267.9
Africa,South Africa,2016,267.6
Africa,Cote d'Ivoire,2016,269.2
Eastern Mediterranean,Djibouti,2016,268.6
Africa,Sierra Leone,2016,269.3
Africa,Kenya,2016,269.6
Africa,Equatorial Guinea,2016,270.9
Western Pacific,Micronesia (Federated States of),2016,271.5
Africa,Namibia,2016,277.9
Africa,Togo,2016,277.9
Africa,Cameroon,2016,280.7
Africa,Guinea,2016,280.7
Africa,Burundi,2016,283.1
Africa,Equatorial Guinea,2016,282.9
Africa,Zambia,2016,283.8
Eastern Mediterranean,Afghanistan,2016,286
Africa,Chad,2016,288.2
Western Pacific,Solomon Islands,2016,288.9
Africa,Gambia,2016,289.8
Africa,South Sudan,2016,290.2
Africa,Guinea-Bissau,2016,292.2
Africa,Botswana,2016,292.7
Africa,Burkina Faso,2016,292.8
Africa,Equatorial Guinea,2016,294.1
Africa,Ghana,2016,293.7
Africa,Angola,2016,295.8
Africa,Eritrea,2016,297.6
Americas,Guyana,2016,298.5
Africa,Congo,2016,300.2
Europe,Russian Federation,2016,300.4
Western Pacific,Mongolia,2016,300.8
Africa,Congo,2016,301.8
Western Pacific,Kiribati,2016,302.5
Africa,Congo,2016,303.5
Africa,Democratic Republic of the Congo,2016,302.9
Africa,Gabon,2016,303.3
Africa,Cote d'Ivoire,2016,304.9
Eastern Mediterranean,Somalia,2016,305.4
Eastern Mediterranean,Afghanistan,2016,307
Africa,Malawi,2016,306.6
Africa,Cameroon,2016,308.8
Africa,Kenya,2016,309.8
Eastern Mediterranean,Kuwait,2016,32.49
Africa,Uganda,2016,319.6
Western Pacific,Vanuatu,2016,321.2
Eastern Mediterranean,Syrian Arab Republic,2016,324
Africa,Zambia,2016,323.5
Africa,South Africa,2016,324.6
Africa,Togo,2016,324.5
Africa,Botswana,2016,326.4
Eastern Mediterranean,Afghanistan,2016,326.8
Western Pacific,Micronesia (Federated States of),2016,328.4
Africa,Mozambique,2016,330.4
Africa,South Sudan,2016,332
Africa,Namibia,2016,334.5
Africa,Cameroon,2016,336.8
Africa,Guinea-Bissau,2016,339.4
Western Pacific,Solomon Islands,2016,339.2
Africa,Eritrea,2016,356.8
Europe,Cyprus,2016,35.94
Western Pacific,Republic of Korea,2016,35.9
Europe,Switzerland,2016,35.98
Africa,Botswana,2016,361.3
Eastern Mediterranean,Somalia,2016,365.3
Africa,Zambia,2016,366
Africa,Malawi,2016,366.8
Africa,Zimbabwe,2016,368.3
Europe,Italy,2016,36.85
Western Pacific,Japan,2016,36.73
Europe,Luxembourg,2016,36.89
Western Pacific,Kiribati,2016,376.4
Western Pacific,Singapore,2016,37.61
Europe,Spain,2016,38.02
Africa,South Africa,2016,387.9
Africa,Guinea-Bissau,2016,393.5
Africa,Mozambique,2016,395.7
Africa,Namibia,2016,396.1
Europe,Iceland,2016,39.81
Europe,Israel,2016,39.62
Europe,Sweden,2016,39.84
Africa,Central African Republic,2016,406.4
Europe,Malta,2016,40.66
Africa,Zimbabwe,2016,411.3
Europe,Norway,2016,41.52
Eastern Mediterranean,Somalia,2016,423.6
Europe,Finland,2016,43.1
Europe,Slovenia,2016,43.46
Africa,Eswatini,2016,438.1
Europe,Albania,2016,43.57
Europe,Austria,2016,43.75
Eastern Mediterranean,United Arab Emirates,2016,43.94
Western Pacific,Australia,2016,44.68
Europe,Portugal,2016,44.53
Europe,Greece,2016,45.63
Europe,Ireland,2016,46.33
South-East Asia,Maldives,2016,46.07
Eastern Mediterranean,Syrian Arab Republic,2016,460.8
Africa,Zimbabwe,2016,462.7
Africa,Central African Republic,2016,469.5
Europe,Switzerland,2016,47.26
Africa,Mozambique,2016,478.4
Europe,France,2016,47.79
Eastern Mediterranean,Qatar,2016,48.96
Europe,Germany,2016,49.53
Europe,Italy,2016,50.11
Europe,Belgium,2016,51.26
Europe,Croatia,2016,50.7
Europe,Denmark,2016,50.86
Europe,Luxembourg,2016,50.99
Europe,Netherlands (Kingdom of the),2016,50.99
Western Pacific,Singapore,2016,51.3
Americas,Canada,2016,51.61
Europe,Sweden,2016,52.3
Africa,Eswatini,2016,528.1
Europe,Czechia,2016,53.36
Western Pacific,Japan,2016,52.8
Eastern Mediterranean,Lebanon,2016,53.33
Western Pacific,New Zealand,2016,52.65
Eastern Mediterranean,United Arab Emirates,2016,53.03
Africa,Lesotho,2016,531.8
Africa,Central African Republic,2016,537.7
Europe,Cyprus,2016,53.89
Europe,Malta,2016,54.26
Europe,Norway,2016,53.63
Europe,Iceland,2016,54.61
Europe,Israel,2016,55.08
Eastern Mediterranean,Jordan,2016,54.54
Europe,United Kingdom of Great Britain and Northern Ireland,2016,55
Americas,Chile,2016,56.07
Americas,Costa Rica,2016,56.31
Eastern Mediterranean,Kuwait,2016,55.64
Europe,Türkiye,2016,55.86
Europe,Spain,2016,57
Western Pacific,China,2016,57.9
Europe,Netherlands (Kingdom of the),2016,58.28
Europe,Switzerland,2016,58.16
Western Pacific,Australia,2016,60.37
Europe,Ireland,2016,60.31
Western Pacific,Republic of Korea,2016,59.65
Africa,Lesotho,2016,606.2
Eastern Mediterranean,Iran (Islamic Republic of),2016,60.52
Eastern Mediterranean,Tunisia,2016,61.43
Africa,Eswatini,2016,618.3
Europe,Austria,2016,62.11
Americas,Puerto Rico,2016,62.01
Americas,Colombia,2016,63.2
Europe,Italy,2016,63.49
Europe,Poland,2016,62.92
Europe,Slovakia,2016,62.91
South-East Asia,Sri Lanka,2016,63.4
Europe,Bosnia and Herzegovina,2016,63.69
Europe,Luxembourg,2016,64.07
Western Pacific,Singapore,2016,63.8
Europe,Sweden,2016,64.19
Europe,Netherlands (Kingdom of the),2016,65.49
Europe,Norway,2016,64.99
Europe,Armenia,2016,65.9
Europe,Denmark,2016,65.87
Europe,North Macedonia,2016,65.71
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",2016,66.25
Americas,Panama,2016,65.88
Americas,Peru,2016,66.28
Americas,Canada,2016,67.38
Europe,Estonia,2016,67.16
Europe,Malta,2016,67.14
Western Pacific,New Zealand,2016,66.69
Western Pacific,Japan,2016,68.15
Europe,Montenegro,2016,68.2
Africa,Lesotho,2016,679.9
Europe,Belgium,2016,69.03
Europe,Iceland,2016,68.78
Eastern Mediterranean,Jordan,2016,69.22
Eastern Mediterranean,Kuwait,2016,68.84
Europe,Albania,2016,69.67
Europe,Finland,2016,69.55
Europe,Germany,2016,70.12
Europe,United Kingdom of Great Britain and Northern Ireland,2016,70.1
Eastern Mediterranean,Bahrain,2016,71
Europe,Cyprus,2016,71.47
Europe,Greece,2016,70.77
Europe,Israel,2016,70.88
South-East Asia,Maldives,2016,70.81
Eastern Mediterranean,Oman,2016,70.7
Americas,Cuba,2016,71.71
Europe,France,2016,72.13
Europe,Slovenia,2016,71.67
Europe,Azerbaijan,2016,74.31
Europe,Ireland,2016,74.33
Europe,Portugal,2016,73.54
Eastern Mediterranean,Qatar,2016,73.91
Eastern Mediterranean,Saudi Arabia,2016,73.52
Africa,Algeria,2016,75.02
Eastern Mediterranean,Lebanon,2016,75
Western Pacific,Australia,2016,76.13
Europe,Spain,2016,75.69
Western Pacific,Viet Nam,2016,75.64
Americas,Ecuador,2016,78.28
Europe,Serbia,2016,78.27
Americas,Uruguay,2016,78.24
Eastern Mediterranean,Bahrain,2016,78.53
Europe,Austria,2016,80.05
Europe,Denmark,2016,80.48
Europe,Hungary,2016,79.82
Americas,Chile,2016,80.8
Europe,Lithuania,2016,81.36
Western Pacific,New Zealand,2016,81.06
Americas,Nicaragua,2016,80.89
Eastern Mediterranean,Qatar,2016,80.66
Europe,Romania,2016,80.7
Americas,United States of America,2016,81.1
Western Pacific,Brunei Darussalam,2016,81.86
Africa,Cabo Verde,2016,82.11
Europe,Czechia,2016,81.92
Europe,Georgia,2016,82.46
Eastern Mediterranean,Jordan,2016,82.08
Americas,Peru,2016,81.62
Western Pacific,Republic of Korea,2016,82.37
Eastern Mediterranean,Bahrain,2016,82.71
Americas,Canada,2016,82.82
Africa,Algeria,2016,83.53
Europe,Belarus,2016,83.53
South-East Asia,Thailand,2016,84.39
Americas,Argentina,2016,84.58
Europe,Latvia,2016,84.51
Europe,Belgium,2016,86.27
Europe,Bulgaria,2016,86.49
Americas,Costa Rica,2016,85.61
Europe,United Kingdom of Great Britain and Northern Ireland,2016,85.51
Europe,Croatia,2016,86.58
Europe,Türkiye,2016,87.32
Eastern Mediterranean,Tunisia,2016,86.84
Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",2016,88.43
Americas,Brazil,2016,88.57
Eastern Mediterranean,Iran (Islamic Republic of),2016,89.23
South-East Asia,Maldives,2016,88.84
Eastern Mediterranean,Saudi Arabia,2016,89.45
Europe,Germany,2016,89.92
Africa,Algeria,2016,91.49
Americas,Antigua and Barbuda,2016,90.73
Western Pacific,China,2016,91.49
Americas,Colombia,2016,91.19
Americas,Mexico,2016,91.34
Americas,Paraguay,2016,91.63
Europe,Kyrgyzstan,2016,92.79
Americas,Panama,2016,93.03
Americas,Saint Lucia,2016,92.9
Americas,Barbados,2016,94.04
Europe,Bosnia and Herzegovina,2016,94.39
Europe,Finland,2016,94.84
Europe,North Macedonia,2016,95.5
Europe,Tajikistan,2016,96.08
Americas,Venezuela (Bolivarian Republic of),2016,96
Europe,Albania,2016,96.9
Europe,France,2016,96.79
Europe,Greece,2016,97.01
Eastern Mediterranean,Lebanon,2016,97.11
Americas,Peru,2016,96.78
Europe,Ukraine,2016,97.44
Americas,Cuba,2016,98.25
Western Pacific,Malaysia,2016,98.44
Africa,Mauritius,2016,98.12
Eastern Mediterranean,Saudi Arabia,2016,98.14
Europe,Slovenia,2016,97.98
Western Pacific,Brunei Darussalam,2016,98.83
Europe,Montenegro,2016,99
Europe,Republic of Moldova,2016,99.02
